height,bip158_bytes
921624,37457
921625,39254
921626,35203
921627,31311
921628,39353
921629,38775
921630,34925
921631,35323
921632,37563
921633,33741
921634,35497
921635,23198
921636,31552
921637,35822
921638,30943
921639,37364
921640,28592
921641,36539
921642,26630
921643,24004
921644,30471
921645,23198
921646,27956
921647,17568
921648,736
921649,38474
921650,35568
921651,31744
921652,27743
921653,3762
921654,32515
921655,18140
921656,39002
921657,28939
921658,25874
921659,4713
921660,34933
921661,32560
921662,17046
921663,38545
921664,20819
921665,36246
921666,8863
921667,2019
921668,40557
921669,29479
921670,10782
921671,619
921672,8600
921673,10445
921674,5676
921675,16018
921676,9168
921677,7129
921678,38524
921679,27645
921680,15355
921681,16268
921682,14967
921683,11585
921684,2141
921685,10065
921686,11340
921687,6590
921688,37324
921689,17148
921690,6143
921691,6980
921692,8338
921693,31879
921694,10051
921695,5360
921696,23327
921697,6249
921698,4555
921699,3489
921700,18186
921701,33165
921702,2171
921703,3236
921704,35878
921705,38757
921706,15640
921707,9553
921708,30860
921709,18000
921710,12108
921711,10385
921712,18933
921713,34085
921714,12663
921715,4961
921716,10720
921717,32855
921718,16601
921719,33392
921720,24446
921721,16657
921722,31693
921723,34229
921724,11182
921725,32025
921726,16746
921727,20036
921728,11628
921729,33853
921730,28154
921731,30389
921732,25445
921733,28701
921734,29506
921735,14422
921736,3525
921737,35172
921738,19642
921739,19518
921740,19226
921741,22071
921742,11434
921743,6431
921744,24501
921745,19054
921746,30540
921747,31015
921748,15872
921749,2237
921750,9291
921751,31857
921752,24620
921753,32561
921754,17615
921755,22248
921756,11295
921757,36835
921758,23917
921759,32717
921760,16415
921761,31917
921762,40562
921763,28332
921764,32028
921765,19863
921766,33986
921767,13746
921768,6591
921769,36301
921770,28343
921771,41656
921772,36738
921773,36757
921774,28123
921775,30210
921776,35060
921777,29118
921778,33780
921779,38866
921780,17204
921781,38906
921782,29302
921783,7658
921784,14379
921785,12358
921786,1871
921787,16059
921788,10830
921789,15967
921790,12292
921791,4153
921792,17377
921793,16935
921794,15183
921795,16399
921796,11133
921797,33973
921798,22880
921799,26050
921800,11548
921801,23653
921802,16109
921803,14910
921804,14282
921805,21741
921806,25845
921807,39106
921808,32573
921809,27037
921810,34290
921811,12784
921812,15584
921813,24112
921814,32024
921815,12411
921816,9886
921817,3351
921818,33512
921819,2619
921820,13134
921821,27490
921822,37528
921823,22064
921824,15685
921825,28667
921826,12410
921827,7200
921828,2730
921829,2086
921830,2016
921831,8470
921832,22428
921833,6820
921834,19386
921835,2203
921836,6533
921837,24943
921838,22207
921839,31925
921840,522
921841,16108
921842,14330
921843,9102
921844,5470
921845,1301
921846,19786
921847,8804
921848,35565
921849,27737
921850,15012
921851,7703
921852,8013
921853,15587
921854,3898
921855,8845
921856,13156
921857,13842
921858,2187
921859,7539
921860,924
921861,5420
921862,1686
921863,10592
921864,11717
921865,7425
921866,7630
921867,30314
921868,9648
921869,5464
921870,6731
921871,981
921872,1943
921873,13791
921874,5904
921875,1472
921876,1777
921877,21902
921878,2380
921879,23884
921880,7590
921881,2576
921882,8020
921883,22041
921884,4508
921885,24835
921886,7922
921887,18405
921888,12718
921889,22263
921890,2355
921891,3919
921892,10592
921893,4758
921894,2015
921895,2754
921896,30760
921897,22801
921898,8366
921899,28813
921900,11261
921901,13559
921902,30728
921903,29087
921904,24553
921905,3510
921906,14229
921907,9963
921908,601
921909,13432
921910,30012
921911,29498
921912,27487
921913,19728
921914,21118
921915,7063
921916,10282
921917,31671
921918,39556
921919,33825
921920,21904
921921,8834
921922,23022
921923,17981
921924,7994
921925,16372
921926,8827
921927,4573
921928,9894
921929,18132
921930,5162
921931,31585
921932,27941
921933,25407
921934,11453
921935,32368
921936,16763
921937,14676
921938,1677
921939,34126
921940,35571
921941,22610
921942,34199
921943,40615
921944,17733
921945,16156
921946,29720
921947,36509
921948,37452
921949,34017
921950,9433
921951,22064
921952,15481
921953,14654
921954,2256
921955,10107
921956,22461
921957,971
921958,7610
921959,1724
921960,11479
921961,12011
921962,12128
921963,32689
921964,3656
921965,35575
921966,11308
921967,11823
921968,10679
921969,21075
921970,30968
921971,1827
921972,5383
921973,38771
921974,38491
921975,37481
921976,36287
921977,25966
921978,15285
921979,3377
921980,2130
921981,35170
921982,20360
921983,11751
921984,23430
921985,18928
921986,10361
921987,12278
921988,2612
921989,1919
921990,8990
921991,9933
921992,33759
921993,42265
921994,16503
921995,35094
921996,27715
921997,19915
921998,15962
921999,8506
922000,36345
922001,33066
922002,25582
922003,32438
922004,11479
922005,37495
922006,30677
922007,28929
922008,3742
922009,3580
922010,25852
922011,22090
922012,16380
922013,1608
922014,1707
922015,26152
922016,12441
922017,1403
922018,317
922019,5024
922020,31326
922021,10684
922022,28364
922023,1746
922024,27752
922025,28595
922026,10861
922027,2871
922028,31793
922029,20469
922030,2181
922031,21000
922032,19251
922033,5733
922034,7672
922035,34344
922036,28864
922037,28850
922038,19680
922039,18282
922040,16419
922041,35110
922042,34688
922043,26373
922044,28284
922045,27516
922046,5308
922047,34364
922048,32983
922049,28586
922050,20094
922051,8952
922052,7303
922053,17951
922054,17220
922055,16025
922056,20970
922057,34267
922058,32362
922059,24016
922060,7415
922061,2978
922062,36674
922063,30725
922064,21707
922065,13599
922066,32606
922067,38632
922068,33562
922069,32906
922070,34932
922071,33839
922072,25666
922073,35258
922074,18398
922075,22139
922076,34650
922077,34561
922078,41928
922079,35177
922080,40422
922081,32697
922082,35984
922083,36366
922084,27628
922085,31242
922086,34881
922087,34469
922088,30336
922089,23610
922090,30626
922091,40719
922092,30394
922093,28082
922094,33439
922095,23041
922096,5338
922097,4369
922098,35577
922099,6844
922100,5878
922101,590
922102,21655
922103,21466
922104,31209
922105,3549
922106,3200
922107,31377
922108,13093
922109,18650
922110,26334
922111,14531
922112,20482
922113,39145
922114,29548
922115,14047
922116,19424
922117,21153
922118,35174
922119,8314
922120,37135
922121,38496
922122,31813
922123,28214
922124,34214
922125,51400
922126,35269
922127,25035
922128,34298
922129,29644
922130,29716
922131,18745
922132,31190
922133,25690
922134,30787
922135,22103
922136,23751
922137,25052
922138,23713
922139,16444
922140,27859
922141,26597
922142,29651
922143,31820
922144,24121
922145,22638
922146,17467
922147,18330
922148,4715
922149,12226
922150,14361
922151,21024
922152,16138
922153,15795
922154,13149
922155,8837
922156,2526
922157,10653
922158,7654
922159,5817
922160,32711
922161,22877
922162,8562
922163,34358
922164,23857
922165,18085
922166,12767
922167,2737
922168,34118
922169,19821
922170,2052
922171,33974
922172,27474
922173,36092
922174,32119
922175,29737
922176,29014
922177,18016
922178,10263
922179,10888
922180,13646
922181,33498
922182,23341
922183,33453
922184,21976
922185,35808
922186,35055
922187,15358
922188,30651
922189,7578
922190,29415
922191,27007
922192,22594
922193,2368
922194,5615
922195,15401
922196,12519
922197,15280
922198,18091
922199,40
922200,32319
922201,24012
922202,9367
922203,6135
922204,5781
922205,3309
922206,35165
922207,28527
922208,32587
922209,15017
922210,15777
922211,37865
922212,29251
922213,36369
922214,14798
922215,12883
922216,32003
922217,10067
922218,24966
922219,38361
922220,32766
922221,35360
922222,37218
922223,36777
922224,34045
922225,35459
922226,28699
922227,33154
922228,39433
922229,37250
922230,39902
922231,39877
922232,31944
922233,38812
922234,33303
922235,35756
922236,35226
922237,31567
922238,37981
922239,33930
922240,35837
922241,33235
922242,30180
922243,34454
922244,18653
922245,34356
922246,17480
922247,32895
922248,24914
922249,35697
922250,26821
922251,26909
922252,20366
922253,22101
922254,37677
922255,25123
922256,27642
922257,38123
922258,33296
922259,34649
922260,29068
922261,25663
922262,28605
922263,19537
922264,6965
922265,46767
922266,33782
922267,30526
922268,23917
922269,29940
922270,9586
922271,1313
922272,5878
922273,10116
922274,456
922275,3685
922276,28044
922277,31217
922278,14887
922279,25654
922280,12030
922281,1343
922282,2545
922283,3653
922284,28580
922285,9924
922286,17938
922287,14621
922288,18249
922289,1494
922290,14926
922291,25667
922292,1083
922293,699
922294,485
922295,4935
922296,1777
922297,17351
922298,5644
922299,12217
922300,20313
922301,5619
922302,6008
922303,9549
922304,16918
922305,35639
922306,29279
922307,22795
922308,4633
922309,6456
922310,15142
922311,14945
922312,8469
922313,35251
922314,32153
922315,29830
922316,33123
922317,28607
922318,25796
922319,36858
922320,34051
922321,28266
922322,30998
922323,33759
922324,35814
922325,21602
922326,32993
922327,31116
922328,37286
922329,31365
922330,26387
922331,36907
922332,38
922333,31725
922334,32724
922335,33440
922336,28524
922337,30136
922338,29158
922339,26108
922340,14961
922341,2594
922342,8625
922343,18707
922344,25210
922345,40023
922346,28997
922347,35250
922348,32886
922349,36875
922350,24955
922351,3737
922352,39570
922353,38055
922354,38099
922355,35620
922356,37778
922357,33054
922358,26657
922359,34710
922360,34397
922361,19754
922362,39080
922363,36285
922364,32558
922365,25714
922366,38764
922367,29955
922368,30991
922369,9863
922370,27504
922371,12202
922372,17656
922373,5726
922374,1940
922375,939
922376,8576
922377,7109
922378,11248
922379,33327
922380,24044
922381,7574
922382,19844
922383,32384
922384,40175
922385,27800
922386,39463
922387,34522
922388,35363
922389,28117
922390,34800
922391,35020
922392,21625
922393,19439
922394,30324
922395,30720
922396,18852
922397,27862
922398,22846
922399,13527
922400,403
922401,15406
922402,14405
922403,5796
922404,7171
922405,4198
922406,5309
922407,42397
922408,32115
922409,27825
922410,26191
922411,25594
922412,2696
922413,22254
922414,33321
922415,6217
922416,1310
922417,2099
922418,545
922419,4264
922420,10367
922421,8943
922422,4009
922423,1768
922424,12576
922425,10138
922426,35043
922427,26061
922428,11296
922429,12626
922430,28888
922431,11977
922432,6591
922433,20742
922434,982
922435,1634
922436,9764
922437,24003
922438,23610
922439,13844
922440,1774
922441,7928
922442,4354
922443,4797
922444,18619
922445,6051
922446,11054
922447,9010
922448,27757
922449,21031
922450,30622
922451,11989
922452,30452
922453,28076
922454,30591
922455,16127
922456,26829
922457,10472
922458,28218
922459,1954
922460,34322
922461,25852
922462,28998
922463,16149
922464,35452
922465,20630
922466,26251
922467,18643
922468,31529
922469,30121
922470,35563
922471,12053
922472,30209
922473,14167
922474,21120
922475,3969
922476,22579
922477,18066
922478,3468
922479,34430
922480,36171
922481,29493
922482,15191
922483,13583
922484,36903
922485,34627
922486,26423
922487,18010
922488,21027
922489,4727
922490,4898
922491,3128
922492,8319
922493,41528
922494,36356
922495,35144
922496,33703
922497,33988
922498,40545
922499,35165
922500,23821
922501,22452
922502,32170
922503,23195
922504,27249
922505,40365
922506,34349
922507,30114
922508,25018
922509,35410
922510,39675
922511,32917
922512,38281
922513,34632
922514,39377
922515,35238
922516,34233
922517,39539
922518,36405
922519,29884
922520,24219
922521,32770
922522,33285
922523,33837
922524,33786
922525,25478
922526,38697
922527,38414
922528,34170
922529,24392
922530,32245
922531,34152
922532,23024
922533,35753
922534,25029
922535,15471
922536,1570
922537,1143
922538,19345
922539,17764
922540,30528
922541,9546
922542,7040
922543,32597
922544,40740
922545,18355
922546,8811
922547,25104
922548,20405
922549,5584
922550,4992
922551,4747
922552,2612
922553,30076
922554,20190
922555,9435
922556,32377
922557,21441
922558,4285
922559,5999
922560,8150
922561,23503
922562,3833
922563,37080
922564,32236
922565,29641
922566,27129
922567,11107
922568,3639
922569,32803
922570,29820
922571,29162
922572,34810
922573,13667
922574,20705
922575,33877
922576,28414
922577,30276
922578,34917
922579,33732
922580,28775
922581,18804
922582,15397
922583,17337
922584,7333
922585,18575
922586,19492
922587,31021
922588,16540
922589,32428
922590,19671
922591,16864
922592,2305
922593,4283
922594,1786
922595,8392
922596,3176
922597,36872
922598,30617
922599,37334
922600,31744
922601,24202
922602,9470
922603,21968
922604,33519
922605,13853
922606,20107
922607,32022
922608,6287
922609,16535
922610,32659
922611,8689
922612,3643
922613,4535
922614,41210
922615,36969
922616,32003
922617,27725
922618,32154
922619,34512
922620,33574
922621,28568
922622,39388
922623,26743
922624,4703
922625,3376
922626,36704
922627,21057
922628,40178
922629,37137
922630,37710
922631,33569
922632,27393
922633,39708
922634,29243
922635,10593
922636,34033
922637,3491
922638,15737
922639,31127
922640,6400
922641,35454
922642,7406
922643,6892
922644,41639
922645,29760
922646,37684
922647,30049
922648,33099
922649,36724
922650,34260
922651,26302
922652,8616
922653,36077
922654,20324
922655,20331
922656,2852
922657,12052
922658,11592
922659,7842
922660,34215
922661,41569
922662,36229
922663,35032
922664,40275
922665,30477
922666,26321
922667,26586
922668,32657
922669,35806
922670,20257
922671,29985
922672,11069
922673,42197
922674,39961
922675,34199
922676,35214
922677,30252
922678,30313
922679,29743
922680,23652
922681,22859
922682,25191
922683,15252
922684,31008
922685,24678
922686,21896
922687,18046
922688,19292
922689,3296
922690,13428
922691,27557
922692,11050
922693,9304
922694,27851
922695,32830
922696,30704
922697,13548
922698,32629
922699,28432
922700,28564
922701,25113
922702,17964
922703,28623
922704,27916
922705,20883
922706,20534
922707,12583
922708,20513
922709,11691
922710,17444
922711,29572
922712,14288
922713,23188
922714,3989
922715,11788
922716,6939
922717,1037
922718,4555
922719,3620
922720,2627
922721,25317
922722,1471
922723,34504
922724,31927
922725,34534
922726,23385
922727,13627
922728,5095
922729,11740
922730,17130
922731,3670
922732,12279
922733,7101
922734,31150
922735,35747
922736,19655
922737,24301
922738,16986
922739,38210
922740,30535
922741,26698
922742,32891
922743,3423
922744,6285
922745,39500
922746,45896
922747,35832
922748,38033
922749,33866
922750,26904
922751,23435
922752,39857
922753,32290
922754,34657
922755,29529
922756,26007
922757,29377
922758,29597
922759,20325
922760,3451
922761,6834
922762,10135
922763,12673
922764,29955
922765,25955
922766,2418
922767,28419
922768,12017
922769,1715
922770,16961
922771,9129
922772,36796
922773,27570
922774,26303
922775,32244
922776,17228
922777,10107
922778,16345
922779,13839
922780,32722
922781,18444
922782,17965
922783,28849
922784,35684
922785,36453
922786,36770
922787,30951
922788,31282
922789,36658
922790,20803
922791,1511
922792,5034
922793,22842
922794,24616
922795,33981
922796,12600
922797,32314
922798,8743
922799,2858
922800,23646
922801,5330
922802,17462
922803,4157
922804,19665
922805,11359
922806,31423
922807,41818
922808,10426
922809,7764
922810,85
922811,9217
922812,16672
922813,2788
922814,10195
922815,16342
922816,3236
922817,31036
922818,1578
922819,23145
922820,6490
922821,16411
922822,445
922823,7581
922824,28290
922825,17903
922826,9856
922827,12228
922828,821
922829,10966
922830,2232
922831,22747
922832,14405
922833,3703
922834,7974
922835,22581
922836,20639
922837,8778
922838,31094
922839,6977
922840,8732
922841,9260
922842,9000
922843,8596
922844,11967
922845,33826
922846,28473
922847,24114
922848,27113
922849,8393
922850,13542
922851,3273
922852,19119
922853,3199
922854,16192
922855,4240
922856,22581
922857,18592
922858,15872
922859,5155
922860,8131
922861,32920
922862,19510
922863,13568
922864,11659
922865,22217
922866,2836
922867,19973
922868,31286
922869,21185
922870,1634
922871,4043
922872,10743
922873,23599
922874,28625
922875,924
922876,29762
922877,16905
922878,9101
922879,2913
922880,34699
922881,38567
922882,25425
922883,23573
922884,38326
922885,30895
922886,23339
922887,3971
922888,23259
922889,6762
922890,7371
922891,35524
922892,30200
922893,24577
922894,35555
922895,35509
922896,16061
922897,1882
922898,32368
922899,30693
922900,23040
922901,23113
922902,22170
922903,6631
922904,16261
922905,36440
922906,34230
922907,7833
922908,6484
922909,31229
922910,12943
922911,2347
922912,7722
922913,12284
922914,23427
922915,28171
922916,9681
922917,25403
922918,36547
922919,18814
922920,10318
922921,42172
922922,32101
922923,9307
922924,15965
922925,10360
922926,19921
922927,30029
922928,40904
922929,31309
922930,37884
922931,32897
922932,34857
922933,34101
922934,31512
922935,26983
922936,26991
922937,22605
922938,36644
922939,33083
922940,25015
922941,12033
922942,22801
922943,6556
922944,11008
922945,21017
922946,13088
922947,243
922948,29476
922949,37083
922950,33676
922951,33602
922952,26321
922953,35113
922954,29343
922955,12347
922956,28148
922957,1759
922958,15755
922959,2106
922960,2355
922961,5563
922962,13934
922963,8592
922964,32473
922965,23693
922966,12141
922967,14491
922968,25204
922969,15776
922970,33062
922971,33858
922972,30370
922973,33906
922974,25186
922975,8974
922976,13551
922977,22707
922978,18815
922979,32330
922980,21652
922981,31788
922982,21029
922983,1674
922984,13264
922985,15564
922986,30346
922987,13744
922988,1971
922989,13693
922990,20133
922991,35797
922992,25772
922993,13781
922994,8643
922995,13118
922996,15226
922997,30621
922998,28378
922999,3251
923000,36607
923001,25837
923002,9848
923003,12419
923004,36813
923005,23884
923006,16111
923007,35128
923008,34840
923009,28316
923010,37746
923011,34577
923012,25796
923013,33003
923014,28849
923015,34674
923016,30272
923017,35365
923018,36600
923019,37903
923020,30206
923021,23748
923022,28843
923023,33188
923024,33435
923025,28529
923026,17588
923027,10760
923028,14370
923029,18456
923030,5468
923031,4858
923032,4766
923033,2566
923034,29944
923035,10249
923036,11752
923037,31201
923038,19009
923039,4002
923040,11015
923041,12747
923042,30680
923043,13506
923044,19191
923045,2284
923046,11553
923047,15617
923048,17846
923049,39594
923050,37392
923051,30057
923052,32988
923053,28075
923054,12707
923055,8672
923056,14386
923057,34715
923058,33626
923059,19675
923060,36551
923061,1405
923062,33316
923063,11283
923064,18778
923065,33584
923066,38287
923067,29583
923068,3397
923069,9469
923070,27159
923071,30414
923072,10526
923073,12563
923074,2832
923075,9607
923076,7393
923077,7015
923078,3502
923079,8832
923080,7547
923081,13319
923082,4872
923083,38259
923084,20095
923085,31524
923086,29627
923087,456
923088,17392
923089,575
923090,11997
923091,44449
923092,31504
923093,18902
923094,31615
923095,17666
923096,25642
923097,31147
923098,30306
923099,27638
923100,8104
923101,6917
923102,29616
923103,19859
923104,2410
923105,540
923106,32384
923107,34589
923108,10157
923109,30852
923110,14073
923111,1489
923112,12530
923113,12293
923114,14970
923115,3396
923116,4529
923117,13041
923118,12944
923119,8998
923120,29166
923121,24647
923122,10961
923123,31162
923124,12056
923125,18032
923126,26667
923127,2010
923128,5394
923129,19569
923130,13931
923131,2744
923132,20838
923133,34961
923134,9402
923135,11756
923136,20245
923137,16980
923138,6952
923139,31199
923140,20052
923141,24880
923142,15277
923143,27026
923144,33362
923145,31677
923146,30303
923147,33688
923148,9648
923149,17971
923150,3320
923151,14055
923152,1994
923153,33932
923154,29697
923155,28239
923156,32069
923157,34166
923158,23912
923159,20352
923160,28959
923161,13399
923162,12130
923163,1474
923164,4142
923165,35569
923166,35421
923167,29729
923168,27238
923169,22265
923170,32705
923171,21547
923172,22512
923173,30552
923174,18058
923175,37139
923176,26740
923177,30462
923178,12800
923179,26901
923180,6870
923181,18066
923182,37122
923183,37998
923184,32357
923185,23833
923186,29937
923187,32153
923188,25296
923189,22391
923190,5449
923191,10808
923192,15082
923193,10741
923194,7427
923195,5485
923196,6408
923197,13848
923198,11390
923199,2306
923200,21866
923201,11797
923202,37622
923203,16919
923204,35508
923205,35177
923206,25936
923207,35320
923208,17909
923209,7171
923210,20772
923211,13507
923212,3486
923213,20247
923214,477
923215,7850
923216,36548
923217,11129
923218,20751
923219,29684
923220,21874
923221,31072
923222,3005
923223,36011
923224,37758
923225,33896
923226,27821
923227,11677
923228,1424
923229,27740
923230,133
923231,31434
923232,16825
923233,13270
923234,10728
923235,19057
923236,3777
923237,11589
923238,36703
923239,7465
923240,21455
923241,23356
923242,22512
923243,33645
923244,24650
923245,32525
923246,34256
923247,34596
923248,29396
923249,30994
923250,21998
923251,6407
923252,30123
923253,20938
923254,10095
923255,31333
923256,15824
923257,14801
923258,2812
923259,18463
923260,17880
923261,3065
923262,156
923263,6182
923264,25273
923265,31673
923266,12457
923267,1162
923268,26550
923269,32875
923270,30569
923271,33139
923272,13011
923273,19412
923274,6405
923275,12612
923276,6419
923277,17086
923278,9188
923279,20424
923280,31569
923281,33513
923282,24984
923283,20723
923284,24614
923285,14468
923286,2121
923287,4002
923288,35939
923289,31398
923290,34249
923291,19507
923292,21633
923293,5021
923294,15140
923295,5948
923296,898
923297,12106
923298,20561
923299,20463
923300,37936
923301,32989
923302,29107
923303,29310
923304,14995
923305,13630
923306,8286
923307,24510
923308,31410
923309,30322
923310,8338
923311,30932
923312,34796
923313,29974
923314,10226
923315,18457
923316,33016
923317,12111
923318,35585
923319,28520
923320,21410
923321,13329
923322,17761
923323,14444
923324,3021
923325,29389
923326,22173
923327,17444
923328,14840
923329,23762
923330,12582
923331,563
923332,39604
923333,26422
923334,12198
923335,2520
923336,36028
923337,24813
923338,13775
923339,16501
923340,11095
923341,7047
923342,40014
923343,22370
923344,12875
923345,35387
923346,5367
923347,2434
923348,39392
923349,37753
923350,30020
923351,16554
923352,27915
923353,22370
923354,26823
923355,3599
923356,9106
923357,8926
923358,34234
923359,31399
923360,11431
923361,280
923362,31781
923363,30214
923364,20039
923365,5451
923366,37255
923367,31610
923368,1452
923369,45512
923370,32781
923371,34941
923372,32871
923373,22245
923374,22979
923375,23979
923376,18426
923377,7717
923378,6337
923379,1981
923380,26670
923381,981
923382,12899
923383,227
923384,3547
923385,15112
923386,6274
923387,13563
923388,5693
923389,650
923390,43372
923391,13621
923392,15543
923393,19353
923394,4150
923395,33258
923396,25365
923397,28601
923398,11390
923399,13041
923400,15339
923401,4267
923402,4477
923403,401
923404,7352
923405,10292
923406,14607
923407,24591
923408,22772
923409,819
923410,3753
923411,7401
923412,8745
923413,23755
923414,12680
923415,9782
923416,16779
923417,7174
923418,20624
923419,29422
923420,13070
923421,4120
923422,768
923423,6609
923424,10616
923425,7278
923426,8257
923427,31303
923428,9244
923429,33504
923430,12057
923431,14699
923432,4661
923433,31469
923434,22014
923435,22945
923436,8905
923437,35049
923438,28224
923439,7839
923440,16679
923441,21153
923442,6537
923443,12945
923444,10291
923445,3029
923446,28338
923447,38226
923448,38
923449,35102
923450,34139
923451,31804
923452,31983
923453,27649
923454,36495
923455,34255
923456,24330
923457,27837
923458,35319
923459,32593
923460,36542
923461,34910
923462,24000
923463,32169
923464,15873
923465,685
923466,34406
923467,20070
923468,20997
923469,40371
923470,33289
923471,31811
923472,34768
923473,31588
923474,24208
923475,28861
923476,31161
923477,6589
923478,7266
923479,13010
923480,34470
923481,12075
923482,34843
923483,21769
923484,30035
923485,3849
923486,10363
923487,18555
923488,31087
923489,16130
923490,16479
923491,38264
923492,28671
923493,30064
923494,18167
923495,4333
923496,32766
923497,36041
923498,25272
923499,11417
923500,35052
923501,36951
923502,33367
923503,29482
923504,29928
923505,22875
923506,18417
923507,4104
923508,4779
923509,36919
923510,27934
923511,29814
923512,1210
923513,39556
923514,38352
923515,31724
923516,31819
923517,38781
923518,22993
923519,11438
923520,37994
923521,22188
923522,5650
923523,11043
923524,7854
923525,677
923526,10752
923527,30483
923528,27715
923529,1171
923530,31339
923531,29101
923532,34277
923533,4617
923534,11614
923535,1507
923536,12818
923537,1320
923538,14149
923539,15186
923540,3867
923541,30396
923542,36318
923543,36890
923544,32578
923545,26384
923546,14039
923547,8391
923548,8155
923549,2119
923550,35016
923551,34626
923552,32433
923553,34741
923554,33081
923555,31016
923556,30246
923557,27544
923558,3712
923559,26862
923560,12973
923561,18600
923562,29751
923563,28482
923564,828
923565,13528
923566,30074
923567,4576
923568,14969
923569,26162
923570,28021
923571,18318
923572,19919
923573,36264
923574,28940
923575,28760
923576,35646
923577,31954
923578,35996
923579,31873
923580,37177
923581,23020
923582,19463
923583,29549
923584,28461
923585,31802
923586,29478
923587,12698
923588,18942
923589,4399
923590,6196
923591,30307
923592,1605
923593,13212
923594,34365
923595,27726
923596,20276
923597,26991
923598,4685
923599,10440
923600,10763
923601,33949
923602,36130
923603,27820
923604,16054
923605,20004
923606,33757
923607,32728
923608,32998
923609,28507
923610,4554
923611,34336
923612,8966
923613,37418
923614,24351
923615,13371
923616,20526
923617,26751
923618,37233
923619,17067
923620,35486
923621,29767
923622,21400
923623,6838
923624,9486
923625,40933
923626,35294
923627,37728
923628,28619
923629,22812
923630,37139
923631,36144
923632,38208
923633,35093
923634,37256
923635,37218
923636,38256
923637,27247
923638,34850
923639,26514
923640,27410
923641,35196
923642,31949
923643,35410
923644,28975
923645,3531
923646,22567
923647,8282
923648,14086
923649,30285
923650,7116
923651,42699
923652,33703
923653,33055
923654,29038
923655,4515
923656,11443
923657,35585
923658,42910
923659,35446
923660,26933
923661,15384
923662,38066
923663,38219
923664,32481
923665,33043
923666,31385
923667,31551
923668,15823
923669,13109
923670,3235
923671,10249
923672,4916
923673,6639
923674,34321
923675,9541
923676,3471
923677,12509
923678,348
923679,427
923680,18511
923681,27481
923682,6810
923683,6317
923684,1167
923685,9255
923686,15703
923687,23678
923688,28901
923689,37441
923690,31901
923691,27464
923692,15702
923693,5243
923694,21535
923695,32791
923696,17766
923697,6083
923698,37198
923699,35041
923700,29932
923701,7056
923702,14793
923703,1620
923704,20458
923705,23273
923706,27458
923707,20367
923708,9933
923709,14747
923710,13779
923711,2471
923712,36139
923713,29027
923714,10928
923715,33320
923716,27246
923717,29790
923718,6773
923719,2145
923720,2048
923721,22486
923722,18941
923723,7480
923724,4862
923725,32064
923726,23581
923727,6254
923728,32616
923729,17375
923730,33701
923731,17932
923732,9704
923733,28959
923734,34926
923735,18533
923736,27941
923737,16210
923738,20160
923739,8337
923740,23558
923741,34731
923742,33128
923743,4757
923744,34981
923745,29851
923746,28828
923747,2622
923748,19292
923749,17905
923750,12458
923751,17195
923752,8546
923753,30958
923754,37864
923755,28121
923756,36765
923757,23487
923758,15553
923759,11046
923760,3931
923761,4792
923762,30992
923763,15805
923764,6109
923765,31785
923766,38403
923767,18488
923768,13891
923769,20272
923770,35239
923771,32512
923772,7885
923773,40277
923774,20779
923775,23861
923776,18920
923777,41023
923778,36443
923779,28295
923780,41601
923781,31275
923782,37632
923783,33337
923784,30649
923785,13609
923786,1370
923787,39521
923788,38343
923789,32556
923790,31544
923791,28645
923792,18189
923793,4781
923794,1226
923795,34651
923796,39066
923797,23358
923798,32479
923799,29680
923800,25709
923801,20372
923802,3688
923803,5179
923804,31455
923805,21666
923806,9574
923807,36904
923808,23753
923809,19076
923810,8288
923811,3759
923812,2553
923813,7683
923814,462
923815,16805
923816,9113
923817,3512
923818,23892
923819,4076
923820,7896
923821,3173
923822,30502
923823,17584
923824,22626
923825,26925
923826,3934
923827,16329
923828,18538
923829,2125
923830,7105
923831,9945
923832,8755
923833,9148
923834,12106
923835,6983
923836,34303
923837,17338
923838,9854
923839,14708
923840,12734
923841,1166
923842,16708
923843,32574
923844,15336
923845,20856
923846,14527
923847,6549
923848,1820
923849,9797
923850,5011
923851,3850
923852,31418
923853,22741
923854,8527
923855,13514
923856,7403
923857,17490
923858,27457
923859,24001
923860,4538
923861,32345
923862,6579
923863,31268
923864,34130
923865,26357
923866,23713
923867,1302
923868,16919
923869,21594
923870,14673
923871,11359
923872,8369
923873,10622
923874,10130
923875,19743
923876,11473
923877,10791
923878,12670
923879,18915
923880,9571
923881,19398
923882,12625
923883,17482
923884,8552
923885,1253
923886,33483
923887,35023
923888,21833
923889,24999
923890,29286
923891,26334
923892,11787
923893,5222
923894,34458
923895,15644
923896,17843
923897,2980
923898,4670
923899,3428
923900,20226
923901,25561
923902,31092
923903,23947
923904,9827
923905,7241
923906,4148
923907,11109
923908,35748
923909,29201
923910,7456
923911,44446
923912,33385
923913,30950
923914,26590
923915,27852
923916,30360
923917,21513
923918,5265
923919,34534
923920,10195
923921,30643
923922,13970
923923,11219
923924,7775
923925,5886
923926,7991
923927,36296
923928,34640
923929,11728
923930,15026
923931,7642
923932,10631
923933,264
923934,17798
923935,5792
923936,8455
923937,15312
923938,1975
923939,21360
923940,688
923941,4430
923942,28806
923943,11955
923944,18703
923945,6303
923946,626
923947,21432
923948,35276
923949,31012
923950,27238
923951,4170
923952,2499
923953,466
923954,19195
923955,32489
923956,29237
923957,21290
923958,4343
923959,10232
923960,10070
923961,5673
923962,9978
